s_id,MCA0,ACA0,MCA1,ACA1,MCA2,ACA2,MCV0,ACV0,MCV1,ACV1,MCV2,ACV2,MNA0,ANA0,MNA1,ANA1,MNA2,ANA2,MNV0,ANV0,MNV1,ANV1,MNV2,ANV2
36,537.351199999648,634.975953488466,652.891599999748,731.575905084833,470.093100000213,536.063616666676,528.707949999898,576.125377083315,526.867800000218,579.482361538472,458.017149999705,516.660459374975,1012.00170000084,1015.58366666672,1019.70139999958,1049.75396349213,910.648199999741,964.566034375054,644.575750000513,644.226088000105,596.297049999521,630.798559090856,565.43449999981,603.311146874944
37,617.92734998744,607.006747920726,656.912549980916,686.751114707851,685.22959999973,664.168138241888,431.849249987863,490.162630431334,528.488600044511,567.252746260197,528.291600057855,549.723767746811,565.254949964583,580.813215385066,550.535599933937,566.616749277824,697.330599999987,674.448891426437,425.65150000155,447.011720422389,468.223799951375,477.832166659128,544.091499992646,546.496925811704
38,289.056100009475,328.545302391008,315.174999996088,357.147954095186,224.95370003162,296.333930001128,276.16135001881,314.384769562267,248.607099987566,273.936901588939,228.04570000153,274.198516671701,373.017949983478,429.498593991157,421.753900009207,422.651475721172,412.072500039358,447.007672207999,276.253500021994,328.262407405957,291.216799989343,321.8979884101,277.407000074163,311.562497158801
39,991.087950009387,946.20827142249,859.169500065036,911.928903777152,829.379000002518,877.010559998453,656.523799989372,736.538033958806,719.941799994558,735.85877909478,668.356699985452,733.178725000471,616.452700109221,680.727472350477,687.448300013784,758.304951467675,659.090100089088,708.268936006352,561.017900006846,611.889272916111,605.737400008366,660.44811594327,699.097900069319,705.617011431605
40,414.318500028457,494.054197918255,475.966099998914,502.646739683336,470.120149955619,584.626309362648,331.858400022611,379.624761533565,393.174250028096,446.728285294204,410.012399894185,436.50253141698,513.460600050166,589.91314118098,527.693499927409,595.261734780397,508.632350014523,573.928532354972,320.128449937329,374.785112967301,353.437199955806,384.578431429275,376.545450009871,445.530302790252
41,587.439399969298,639.07217400847,609.730249969289,648.626169355045,551.570150011685,584.433441183886,443.208300042897,528.614139539016,508.94019997213,548.164790772045,410.444699926302,453.521875849251,430.281999986619,499.139432077085,408.582799951546,446.24913187927,517.66079996014,565.999419441343,422.936149989255,480.426439134728,367.692200001329,401.636815384532,401.825250010006,449.94863233981
42,921.159450022969,887.017000003349,913.482400006615,923.684231144926,742.064299993217,789.003048284814,508.660249935929,591.493433329257,544.027899974026,621.659506149948,528.710499987938,541.686854288647,728.797300020233,754.965014278185,797.651149972808,791.667430640964,651.065849990118,722.103339266531,509.338100091554,524.947193612226,445.000449952204,503.521629683746,471.456500003114,602.41174839452
43,576.4513000031,651.720632007346,697.266999981366,726.386984616805,682.461599935777,750.65679677702,497.942599991802,539.562994226939,493.47685003886,534.325351466096,482.783249986824,526.692717644276,493.65844996646,548.09559999396,542.579849949107,597.746810011034,657.684299978428,706.923868580322,430.122249992564,473.278914815401,426.268300041556,470.208581687856,426.213399972767,518.545922228239
44,624.667800031602,689.06966666691,601.061600027606,648.945807011618,533.131650008727,601.296593737061,533.027100027539,534.052629176585,596.051200001966,585.608284849899,536.347899993416,551.166996162815,563.778050011024,585.056707692834,602.970800013281,658.42442580634,579.415649990551,645.380729412222,513.09444999788,535.043384004384,537.483600026462,556.979080560268,524.512399919331,588.315282851857
45,551.31310003344,569.800994037651,625.056700082496,616.458532855665,476.659000036307,504.85310627846,404.897399945185,459.943233958428,477.086400147527,486.146826091209,409.298300044611,495.586108575974,479.498300002888,517.918630195606,452.873600181192,494.627270431087,480.531750014052,472.448399995402,370.615999912843,413.024390380507,350.72400001809,382.543142255343,346.198700019158,371.293663881564
46,350.298549979925,411.598088033497,381.539699854329,458.408572277627,410.622700001113,485.054188229911,330.268500139937,365.022563270996,331.899849930778,354.25554219546,335.198599845171,368.54074137478,346.868749940768,439.994094239619,355.617400025949,404.895113450962,317.338149994612,417.007043739432,310.972300008871,306.276788455971,308.003899990581,358.665459998883,274.870450026356,314.861138907468
47,291.266599902883,411.760595356396,383.10269988142,470.908554122005,282.041499856859,396.065937010226,295.22079997696,352.648921266317,326.489000115544,424.265181545455,337.216600077227,380.063915152498,351.407899986953,432.540088220883,383.535749977455,447.65955467301,348.197699990124,381.672123522388,249.525600112975,332.143553066999,251.742450054735,315.106759995355,246.132950065657,270.736344103866
48,759.717100067064,768.105119247384,813.636200036854,788.44836665034,630.199800012633,664.426942454707,673.847300000489,668.429486001842,654.671900090761,615.47359854654,638.924199854955,629.647127289156,587.089299922809,675.493165949716,804.293600143865,794.437811277072,698.320599971339,722.130579993661,411.32055001799,501.352528017014,422.632550005801,495.167779424639,571.468849899247,562.976627772312
49,487.49160000034,580.859201960787,531.997849999925,631.354036363632,378.44199999995,475.728890322598,422.188100000085,513.136924999978,415.55070000004,533.062326086941,435.271349999994,476.464099999957,444.876350000072,543.93860185185,469.930300000215,509.782616901443,518.057400000089,549.589484848508,403.921200000241,440.574081632646,417.687300000125,441.802553731326,465.48144999997,484.874158823532
50,492.448299992247,549.052072916311,480.495600000722,545.305037681196,389.454699994531,472.478717645572,498.27335000009,547.154815909545,529.915999999503,612.840090163117,522.605799997109,557.618409090951,380.661599992891,427.418921275951,373.004349996336,472.303490908058,356.655650000903,399.82728055515,362.194599998475,415.50004705898,455.552200000966,504.121117021683,404.858299996704,435.268113043529
51,743.553199994494,804.671342857657,834.823299999698,856.202716417889,765.36154999485,801.922009999786,815.798000010545,757.285590565825,819.852649990935,780.951149999857,803.101800003788,787.625440000141,554.367099990486,614.225571999559,575.387400000182,628.53672000118,580.184699996607,664.455699999852,425.913700004457,456.518466036628,475.060150005447,540.412970588317,546.219800002291,569.71106856945
52,386.480999994092,448.960989362565,402.680800005328,448.908846551635,369.99864999234,354.885016666958,348.541999992449,413.051614892654,403.158199995232,433.974976666407,363.540550002654,394.686240626925,386.971799998719,412.386064814604,474.783500001649,475.337558823145,360.685299994657,411.187535293506,290.021699998761,322.094310256757,328.555500003858,360.939704687098,340.855700007523,396.567045162702
53,537.426700015203,585.125981999445,556.228700006614,590.574262711571,514.907300006598,587.247214288384,510.911899997154,546.933649057294,522.395999985747,564.21760144851,468.681799990009,525.083611764678,482.798050012207,501.591161110102,483.347499975935,504.323136618502,487.430599998333,502.626988886429,398.750599997584,419.563094443961,413.977850010269,437.678687501628,434.295400002156,430.659663888542
54,785.390799981542,739.084391109645,576.672399998643,694.671638979837,706.685500015737,703.598482861084,527.821550014778,551.955884613003,600.005600004806,630.750883824743,455.997999990359,562.385777142897,391.936600004556,429.630339130476,511.589850008022,565.169890907286,418.261250000796,466.578373530544,397.011599998223,442.182262790211,363.090250000823,458.97409138079,389.634749983088,472.865449998062
55,449.690349996672,467.423892000224,427.236699993955,452.353792063641,450.184050016105,458.708681252574,410.801499994704,451.706916328439,438.507349987049,452.512773438229,373.934900009772,424.869317142293,444.121000007726,453.265950004303,411.109100008616,405.349241792912,396.372399991378,394.420103225369,379.947100009304,411.852325997897,393.583349999972,409.490398527209,408.206099993549,419.644890622294
56,353.274349981803,416.05611086656,442.587099998491,463.369855996571,500.803100003395,496.561266664815,416.469299991149,444.826008104625,432.03120000544,488.719724139283,418.68919999979,480.535857140369,418.345599988243,461.166323407831,412.983299989719,477.45815396636,339.388699998381,414.392026666125,423.912700003712,447.846474417696,388.332250004169,436.917627587561,371.133000007831,381.172819355045
57,747.998750011902,778.770028263629,817.033599989372,801.957518967262,615.908299980219,720.428584849949,600.950899999589,636.729189364408,592.056649998995,634.525504688554,594.989500008523,634.609133334104,537.040399998659,561.995566666227,617.054100002861,659.029964287765,517.545499984408,604.069877143983,406.914850012981,428.321877777947,396.485600009328,441.595951389091,396.252900012769,466.68550294057
58,632.921600015834,694.325197879423,560.330049949698,676.834986757432,509.129400015809,648.904294128228,567.141400068067,629.294455094187,581.750150013249,593.026019694552,547.930200002156,580.984147063539,537.898100039456,573.763215388261,521.130699955393,549.349219995617,335.776699939743,446.763573529418,430.792400031351,513.700743756393,426.608750014566,483.590582358267,481.842599925585,485.50161714333
59,734.404049999966,726.918958333348,785.835800000314,789.268190476139,727.714799999831,733.308255882294,502.737949999982,541.700170370312,503.903799999762,543.392351428552,609.516199999916,634.504032352879,568.6840999997,621.632996226382,550.311899999997,591.386104411774,652.577900000324,648.233603030321,366.444900000033,416.809422222278,397.399599999972,490.656244117591,470.631749999939,486.604388235291
